iter	RMSE
232	8.63602755
233	8.619547858
234	8.604970006
235	8.591369592
236	8.567000663
237	8.542956699
238	8.52510802
239	8.508380895
240	8.485437244
241	8.466356076
242	8.45753072
243	8.42388324
244	8.413338578
245	8.405196344
246	8.372189563
247	8.341027873
248	8.334154588
249	8.322681067
250	8.300381588
251	8.270281948
252	8.236831879
253	8.226631263
254	8.20949631
255	8.180597239
256	8.15976093
257	8.15348801
258	8.132408292
259	8.123092241
260	8.09599235
261	8.073680917
262	8.064506796
263	8.045264208
264	8.024781524
265	8.016500838
266	8.007756027
267	8.001368567
268	7.986675086
269	7.959252927
270	7.930576953
271	7.90402617
272	7.894547405
273	7.877873293
274	7.865256601
275	7.853054105
276	7.829777921
277	7.813675185
278	7.799587569
279	7.782729594
280	7.773228188
281	7.749911304
282	7.733712986
283	7.709008352
284	7.681417973
285	7.673080493
286	7.658240676
287	7.644207108
288	7.622488424
289	7.608145806
290	7.595964619
291	7.584892044
292	7.567898213
293	7.552484442
294	7.52939687
295	7.512618746
296	7.506804917
297	7.4902018
298	7.479748725
299	7.472475121
300	7.452324993
301	7.436232013
302	7.422506776
303	7.413155404
304	7.392522763
305	7.370592891
306	7.349946559
307	7.33353105
308	7.323129299
309	7.301906466
310	7.293004387
311	7.280091075
312	7.272398677
313	7.25598908
314	7.244143465
315	7.230931597
316	7.21892292
317	7.212558635
318	7.205836551
319	7.201938497
320	7.198361026
321	7.186160237
322	7.180945105
323	7.166623162
324	7.161741426
325	7.146516672
326	7.133915371
327	7.118661417
328	7.113009717
329	7.097447583
330	7.077380104
331	7.065016875
332	7.058242407
333	7.047329671
334	7.041111217
335	7.025492604
336	7.011763884
337	7.007217968
338	6.989243906
339	6.977625509
340	6.959815745
341	6.947118506
342	6.941290866
343	6.927933802
344	6.917151304
345	6.913862178
346	6.90397097
347	6.888711451
348	6.87853939
349	6.874111506
350	6.866158259
351	6.850554542
352	6.834021832
353	6.822167666
354	6.818160283
355	6.814426232
356	6.797286859
357	6.794344518
358	6.787470762
359	6.777497405
360	6.76222942
361	6.749875651
362	6.731322203
363	6.721711949
364	6.710931111
365	6.695900894
366	6.688767696
367	6.676926411
368	6.673575513
369	6.659572336
370	6.649678517
371	6.636223407
372	6.621607998
373	6.613590677
374	6.604501111
375	6.600646147
376	6.586900577
377	6.576459735
378	6.566961028
379	6.552049504
380	6.548552184
381	6.538588563
382	6.525989182
383	6.519776589
384	6.51538215
385	6.503332009
386	6.491152894
387	6.484514704
388	6.474217704
389	6.47133157
390	6.467393943
391	6.454224386
392	6.444711718
393	6.441881865
394	6.43338781
395	6.421542416
396	6.40821464
397	6.395254824
398	6.388719114
399	6.380173886
400	6.373530291
401	6.370091715
402	6.360649156
403	6.35032495
404	6.346273963
405	6.338214525
406	6.331603371
407	6.320527369
408	6.310491077
409	6.298497268
410	6.290940132
411	6.282685904
412	6.274291693
413	6.263517336
414	6.251393591
415	6.247229679
416	6.240332999
417	6.22779783
418	6.219562998
419	6.217309371
420	6.21304962
421	6.208385956
422	6.198255419
423	6.188944385
424	6.182934681
425	6.180127518
426	6.174957214
427	6.166812308
428	6.162832612
429	6.161002655
430	6.148854754
431	6.14023786
432	6.127036396
433	6.117530299
434	6.108870057
435	6.100491943
436	6.091333701
437	6.088843944
438	6.08294285
439	6.071560572
440	6.06342922
441	6.054730579
442	6.047339924
443	6.040056095
444	6.032518131
445	6.028474722
446	6.021296084
447	6.013769165
448	6.011288514
449	6.000888051
450	5.996909524
451	5.989328704
452	5.981742245
453	5.979630532
454	5.973540653
455	5.968605527
456	5.959419166
457	5.95753961
458	5.95019238
459	5.941006557
460	5.934521446
461	5.929921337
462	5.924888498
463	5.918454122
464	5.911174888
465	5.906312828
466	5.89429261
467	5.887631518
468	5.881378908
469	5.878300602
470	5.87146738
471	5.864269914
472	5.858734748
473	5.852845962
474	5.84652247
475	5.838613317
476	5.832329601
477	5.826131828
478	5.82026172
479	5.814096144
480	5.808169419
481	5.8019224
482	5.793495987
483	5.790299104
484	5.780977682
485	5.778432868
486	5.775516631
487	5.76569485
488	5.759679076
489	5.751341609
490	5.746272413
491	5.743451731
492	5.74041646
493	5.734222574
494	5.730331449
495	5.721968006
496	5.71572226
497	5.711479176
498	5.705008723
499	5.700664098
500	5.695457205
501	5.692707399
502	5.689997038
503	5.686772222
504	5.678082515
505	5.670537911
506	5.666055827
507	5.659512469
508	5.657047072
509	5.650171524
510	5.644043859
511	5.639035232
512	5.633683584
513	5.630008584
514	5.616335306
515	5.608175195
516	5.602884132
517	5.598302652
518	5.596173351
519	5.591458657
520	5.589849882
521	5.582253369
522	5.580006616
523	5.574788923
524	5.569473061
525	5.560602339
526	5.553458956
527	5.548448043
528	5.544427209
529	5.540675407
530	5.534427263
531	5.524752633
532	5.521788153
533	5.513630331
534	5.508432427
535	5.500174302
536	5.494884885
537	5.492781429
538	5.488603672
539	5.480931069
540	5.476806845
541	5.472854766
542	5.467910712
543	5.463368854
544	5.460579999
545	5.458636131
546	5.450869732
547	5.444469765
548	5.439754427
549	5.43014753
550	5.427270751
551	5.425314669
552	5.421215054
553	5.415883385
554	5.414321845
555	5.408002272
556	5.405533606
557	5.403363601
558	5.401088339
559	5.39323515
560	5.391550482
561	5.389403765
562	5.380393208
563	5.376313146
564	5.374181019
565	5.369512329
566	5.363763602
567	5.357789956
568	5.354923658
569	5.348214377
570	5.345452874
571	5.34158292
572	5.339268191
573	5.334843125
574	5.330698839
575	5.32893822
576	5.323871643
577	5.32187749
578	5.320338071
579	5.31295865
580	5.309570195
581	5.305026217
582	5.302277357
583	5.294582285
584	5.289778975
585	5.281726712
586	5.280031764
587	5.274248038
588	5.272811593
589	5.26784049
590	5.265556875
591	5.259513212
592	5.251367223
593	5.243314581
594	5.239272713
595	5.236260985
596	5.23502407
597	5.231908447
598	5.226342446
599	5.219616979
600	5.21523741
601	5.21125779
602	5.207374614
603	5.200795335
604	5.198782015
605	5.193138448
606	5.191490165
607	5.188496319
608	5.185939992
609	5.184607397
610	5.181376559
611	5.178891568
612	5.17450482
613	5.168960921
614	5.162341139
615	5.161237313
616	5.159370116
617	5.152194598
618	5.147405481
619	5.146775023
620	5.13748319
621	5.132793541
622	5.128869166
623	5.124164658
624	5.117697888
625	5.112868309
626	5.107546438
627	5.105756343
628	5.104003536
629	5.099227247
630	5.09420116
631	5.087777234
632	5.081218789
633	5.075496082
634	5.074513649
635	5.069817021
636	5.0652297
637	5.060735787
638	5.057236392
639	5.053686452
640	5.046923848
641	5.042916563
642	5.037462359
643	5.033751892
644	5.030531741
645	5.024869439
646	5.021878643
647	5.014945817
648	5.009939459
649	5.006026729
650	4.999487993
651	4.99507701
652	4.993794755
653	4.991297098
654	4.988753775
655	4.983340133
656	4.977855151
657	4.973327762
658	4.972331499
659	4.970878328
660	4.966423007
661	4.961898431
662	4.960909042
663	4.958826202
664	4.956905179
665	4.950792731
666	4.947807561
667	4.94488595
668	4.940558529
669	4.93919043
670	4.933401753
671	4.930625764
672	4.925182601
673	4.9230259
674	4.918498337
675	4.911801466
676	4.906946037
677	4.904594061
678	4.900628421
679	4.895212904
680	4.891674123
681	4.889259629
682	4.884376184
683	4.879097529
684	4.875503546
685	4.871384409
686	4.869953157
687	4.866559557
688	4.861456507
689	4.857176326
690	4.852031481
691	4.848068909
692	4.844599704
693	4.842783193
694	4.838581038
695	4.837539667
696	4.833341078
697	4.82883557
698	4.824009006
699	4.821995713
700	4.819740831
701	4.815994339
702	4.814123341
703	4.811272159
704	4.80478853
705	4.801265738
706	4.795923187
707	4.794679198
708	4.78966099
709	4.787444061
710	4.784993372
711	4.781422017
712	4.775896083
713	4.772263837
714	4.771442162
715	4.768349435
716	4.764574996
717	4.759602695
718	4.754508799
719	4.750788107
720	4.746788231
721	4.746166672
722	4.740809691
723	4.737270736
724	4.735648745
725	4.7340851
726	4.733189932
727	4.730037271
728	4.727865507
729	4.723738036
730	4.722275126
731	4.717286807
732	4.715715614
733	4.712213839
734	4.708444874
735	4.706605227
736	4.702570965
737	4.696762414
738	4.694429279
739	4.690364025
740	4.689119717
741	4.687292352
742	4.685951018
743	4.685049183
744	4.684504477
745	4.680625235
746	4.678966179
747	4.675688812
748	4.67459426
749	4.670373323
750	4.668748004
751	4.665200129
752	4.661241351
753	4.659022445
754	4.655817322
755	4.654220796
756	4.650246486
757	4.648003208
758	4.644270316
759	4.64234604
760	4.639545325
761	4.639141559
762	4.6328182
763	4.631103157
764	4.6275512
765	4.624846486
766	4.623335436
767	4.622663112
768	4.619782194
769	4.61853509
770	4.613074269
771	4.60941235
772	4.605820674
773	4.603494609
774	4.602765284
775	4.601622047
776	4.598164458
777	4.597145973
778	4.596330728
779	4.59250738
780	4.591832393
781	4.587612255
782	4.586922008
783	4.586237193
784	4.578467798
785	4.577854712
786	4.576424916
787	4.572756187
788	4.570128179
789	4.564652184
790	4.559947525
791	4.557570399
792	4.555009738
793	4.552602908
794	4.549435476
795	4.54627261
796	4.543905813
797	4.539516759
798	4.53803526
799	4.53721628
800	4.534085972
801	4.528639222
802	4.527816672
803	4.524330265
804	4.520547865
805	4.517835488
806	4.514706091
807	4.514107523
808	4.508466814
809	4.504814083
810	4.501489737
811	4.497409168
812	4.496016712
813	4.491949634
814	4.487795903
815	4.484781782
816	4.481928971
817	4.481485529
818	4.474717427
819	4.470369178
820	4.468528071
821	4.465764569
822	4.462745274
823	4.458806832
824	4.455805873
825	4.453148537
826	4.449040041
827	4.446611934
828	4.444449408
829	4.440141895
830	4.436681658
831	4.431872601
832	4.428466144
833	4.425610873
834	4.424329567
835	4.421710693
836	4.419038585
837	4.416953514
838	4.412617507
839	4.408919879
840	4.408516861
841	4.403988044
842	4.401149454
843	4.397271673
844	4.393449625
845	4.390601572
846	4.389524483
847	4.385319465
848	4.384077683
849	4.383512421
850	4.380922755
851	4.3799739
852	4.378882
853	4.375584069
854	4.371507066
855	4.369009862
856	4.367861497
857	4.366861187
858	4.366205777
859	4.364334316
860	4.36111638
861	4.355719839
862	4.354700849
863	4.351127525
864	4.348832285
865	4.347515544
866	4.344620765
867	4.339645314
868	4.33695108
869	4.334178088
870	4.331745383
871	4.331103826
872	4.327251284
873	4.324063694
874	4.321142809
875	4.31811615
876	4.315505197
877	4.312881592
878	4.308953164
879	4.307239852
880	4.304308552
881	4.300851623
882	4.29789918
883	4.295269453
884	4.292980808
885	4.290452009
886	4.290145991
887	4.287096311
888	4.283605414
889	4.281406455
890	4.279942381
891	4.279125944
892	4.276416722
893	4.274098047
894	4.27368892
895	4.270595176
896	4.265108795
897	4.263498189
898	4.259893685
899	4.258762654
900	4.257888516
901	4.254754814
902	4.254047504
903	4.250218559
904	4.246789509
905	4.243399811
906	4.239644026
907	4.236974444
908	4.233773032
909	4.231778677
910	4.230842118
911	4.228467695
912	4.22659793
913	4.22281159
914	4.217982904
915	4.216955317
916	4.213394497
917	4.209426636
918	4.207265137
919	4.205159723
920	4.201333591
921	4.198724549
922	4.196182117
923	4.195202773
924	4.194749412
925	4.192902723
926	4.190529294
927	4.18770239
928	4.187088985
929	4.182596704
930	4.177453806
931	4.176147973
932	4.17334961
933	4.169218262
934	4.167050602
935	4.166607017
936	4.163368911
937	4.161314218
938	4.160390814
939	4.158814105
940	4.154697862
941	4.153350244
942	4.149301067
943	4.147507393
944	4.143787365
945	4.139166992
946	4.138884912
947	4.13568377
948	4.132513475
949	4.129490848
950	4.128391432
951	4.12705923
952	4.124458011
953	4.122631667
954	4.117738926
955	4.115190568
956	4.113012903
957	4.111003059
958	4.109355684
959	4.107802189
960	4.106078768
961	4.103197602
962	4.1015567
963	4.099537211
964	4.096122758
965	4.09287044
966	4.091729868
967	4.087975805
968	4.085090286
969	4.081899773
970	4.081482622
971	4.07954098
972	4.075898348
973	4.075109522
974	4.073458407
975	4.071880747
976	4.070941865
977	4.068747433
978	4.064816369
979	4.063305073
980	4.059968235
981	4.058746385
982	4.057045088
983	4.054594606
984	4.05177744
985	4.050956161
986	4.048466305
987	4.045222731
988	4.041769916
989	4.039092761
990	4.035562856
991	4.033786878
992	4.031231903
993	4.027141789
994	4.024922692
995	4.024528813
996	4.022685591
997	4.019700382
998	4.017315305
999	4.015603425
